formatted_work_date,cts_urn,author,title
+0170-01/+0250-12,tlg0652.tlg001,Philostratus Minor,Imagines
+0172-01/+0180-12,tlg0562.tlg001,Marcus Aurelius,Ad Se Ipsum
+0175-01/+0175-12,tlg0057.tlg036,Galen,De sanitate tuenda
+0175-01/+0175-12,tlg0057.tlg050,Galen,De plenitudine
+0175-01/+0175-12,tlg0057.tlg053,Galen,De marcore
+0175-01/+0175-12,tlg0057.tlg056,Galen,De difficultate respirationis
+0175-01/+0175-12,tlg0057.tlg064,Galen,De crisibus
+0175-01/+0175-12,tlg0057.tlg092,Galen,In Hippocratis Aphorismos Commentarii VII
+0175-01/+0175-12,tlg0057.tlg095,Galen,In Hippocratis De articulis
+0175-01/+0175-12,tlg0057.tlg100,Galen,In Hippocratis De fracturis
+0175-01/+0200-12,tlg0008.tlg001,Athenaeus of Naucratis,Deipnosophistae
+0175-01/+0225-12,tlg0732.tlg001,Alexander of Aphrodisias,De mixtione
+0175-01/+0225-12,tlg0732.tlg011,Alexander of Aphrodisias,De anima libri mantissa
+0175-01/+0225-12,tlg0732.tlg012,Alexander of Aphrodisias,Quaestiones
+0175-01/+0235-12,tlg0545.tlg001,Aelian,De Natura Animalium
+0175-01/+0235-12,tlg0545.tlg002,Aelian,Varia Historia
+0175-01/+0235-12,tlg0545.tlg003,Aelian,Epistulae Rusticae
+0175-01/+0225-12,tlg0732.tlg003,Alexander of Aphrodisias,De febribus [Sp.]
+0175-01/+0225-12,tlg0732.tlg004,Alexander of Aphrodisias,In Aristotelis Metaphysica Commentaria
+0175-01/+0225-12,tlg0732.tlg005,Alexander of Aphrodisias,In Aristotelis Analyticorum Priorum Librum I Commentarium
+0175-01/+0225-12,tlg0732.tlg006,Alexander of Aphrodisias,In Aristotelis Topicorum Libros Octo Commentaria
+0175-01/+0225-12,tlg0732.tlg007,Alexander of Aphrodisias,In Librum De Sensu Commentarium
+0175-01/+0225-12,tlg0732.tlg008,Alexander of Aphrodisias,In Aristotelis Meteorologicorum Libros Commentaria
+0175-01/+0225-12,tlg0732.tlg010,Alexander of Aphrodisias,De anima
+0175-01/+0225-12,tlg0732.tlg013,Alexander of Aphrodisias,Ἠθικὰ προβλήματα [Sp.]
+0175-01/+0225-12,tlg0732.tlg014,Alexander of Aphrodisias,De fato
+0175-01/+0225-12,tlg0732.tlgX01,Alexander of Aphrodisias,In Aristotelis Sophisticos Elenchos Commentarius [Sp.]
+0175-01/+0225-12,tlg1551.tlg001,Oracula Sibyllina,Oracula
+0175-01/+0225-12,tlg1551.tlg002,Oracula Sibyllina,Fragmenta
+0176-01/+0176-12,tlg0057.tlg089,Galen,In Hippocratis Epidemiarum I
+0176-01/+0176-12,tlg0062.tlg047,Lucian of Samosata,Eunuchus
+0177-01/+0177-12,tlg0062.tlg008,Lucian of Samosata,Demonax
+0177-01/+0177-12,tlg1205.tlg001,Athenagoras,Legatio sive Supplicatio pro Christianis
+0177-01/+0180-12,tlg0023.tlg001,Oppian,Halieutica
+0178-01/+0200-12,tlg1205.tlg002,Athenagoras,De Resurrectione
+0180-01/+0180-12,tlg0062.tlg038,Lucian of Samosata,Alexander
+0180-01/+0180-12,tlg0671.tlg001,Philumenus,De venenatis animalibus eorumque remediis
+0180-01/+0180-12,tlg1725.tlg001,Theophilus,Ad Autolycum
+0180-01/+0192-12,tlg0057.tlg085,Galen,In Hippocratis De natura hominis
+0180-01/+0192-12,tlg0563.tlg001,Maximus of Tyre,Dialexeis
+0180-01/+0215-12,tlg0555.tlg005,Clement of Alexandria,Eclogae propheticae
+0180-01/+0215-12,tlg0555.tlg007,Clement of Alexandria,Excerpta ex Theodoto
+0180-01/+0221-12,tlg0555.tlg008,Clement of Alexandria,Exhortation to Endurance or To the Newly Baptized (Fragment 44)
+0180-01/+0180-12,tlg1447.tlg001,"Irenaeus, Saint, Bishop of Lyon",Libros quinque adversus haereses
+0180-01/+0192-12,tlg0057.tlg037,Galen,De alimentorum facultatibus
+0185-01/+0195-12,tlg1626.tlg001,Polycrates Ephesius,Fragmentum Synodicae Epistulae
+0190-01/+0190-12,tlg1600.tlg001,Philostratus Sophista,Imagines
+0193-01/+0210-12,tlg0057.tlg007,Galen,Ars Medica
+0195-01/+0195-12,tlg0555.tlg001,Clement of Alexandria,Protrepticus
+0198-01/+0198-12,tlg0555.tlg002,Clement of Alexandria,Paedagogus
+0198-01/+0203-12,tlg0555.tlg004,Clement of Alexandria,Stromateis
+0200-01/+0225-12,tlg2115.tlg060,Hippolytus,Refutatio Omnium Haeresium (= Philosophumena)
+0200-01/+0238-12,tlg0545.tlg004,Aelian,Fragmenta
+0200-01/+0240-12,tlg2038.tlg001,Acta Thomae,Acta Thomae
+0201-01/+0300-12,tlg0061.tlg001,Pseudo-Lucian,Asinus
+0201-01/+0300-12,tlg0544.tlg001,Sextus Empiricus,Pyrrhoniae Hypotyposes
+0201-01/+0300-12,tlg0647.tlg001,Tryphiodorus,The Taking of Ilios
+0201-01/+0300-12,tlg2027.tlg001,Valerius Apsines,Ars rhetorica
+0201-01/+0300-12,tlg2027.tlg002,Valerius Apsines,Περὶ τῶν ἐσχηματισμένων προβλημάτων
+0201-01/+0300-12,tlg2042.tlg086,Origen,"Homiliae in Job (fragmenta in catenis, typus I+II) (e codd. Vat.)"
+0201-01/+0300-12,tlg2046.tlg001,Quintus Smyrnaeus,Fall of Troy
+0201-01/+0300-12,tlg2632.tlg001,Comarius,De lapide philosophorum
+0201-01/+0400-12,tlg2135.tlg001,Alypius,Isagoge musica
+0201-01/+0400-12,tlg2137.tlg001,Gaudentius,Harmonica introductio
+0201-01/+0225-12,pta0037.pta001,Hippolytus of Rome,Commentarii in Danielem
+0201-01/+0300-12,tlg0061.tlg002,Pseudo-Lucian,Amores
+0201-01/+0300-12,tlg0061.tlg003,Pseudo-Lucian,Demosthenis encomium
+0201-01/+0300-12,tlg0061.tlg004,Pseudo-Lucian,Halcyon
+0201-01/+0300-12,tlg0061.tlg005,Pseudo-Lucian,Ocypus
+0201-01/+0300-12,tlg0061.tlg006,Pseudo-Lucian,Cynicus
+0201-01/+0300-12,tlg0061.tlg007,Pseudo-Lucian,Philopatris
+0201-01/+0300-12,tlg0061.tlg008,Pseudo-Lucian,Charidemus
+0201-01/+0300-12,tlg0530.tlg005,Pseudo-Galen,De fasciis
+0201-01/+0300-12,tlg0530.tlg006,Pseudo-Galen,Ad Gaurum quomodo animetur fetus
+0201-01/+0300-12,tlg0530.tlg012,Pseudo-Galen,Introductio seu medicus
+0201-01/+0300-12,tlg0530.tlg029,Pseudo-Galen,De remediis parabilibus
+0201-01/+0300-12,tlg0530.tlg032,Pseudo-Galen,De theriaca ad Pamphilianum
+0201-01/+0300-12,tlg0530.tlg043,Pseudo-Galen,De optima secta ad Thrasybulum
+0201-01/+0300-12,tlg0544.tlg002,Sextus Empiricus,Adversus Mathematicos
+0201-01/+0300-12,tlg0640.tlg001,Alciphron,Epistulae
+0201-01/+0300-12,tlg2042.tlg044,Origen,Fragmenta in Psalmos 1-150 [Dub.]
+0201-01/+0300-12,tlg2806.tlg001,Marcus Diaconus,Vita Porphyrii episcopi Gazensis
+0201-01/+0400-12,tlg0575.tlg001,Moschion Gnomologus,Sententiae
+0201-01/+0400-12,tlg0575.tlg002,Moschion Gnomologus,Hypothecae
+0201-01/+0500-12,tlg0013.tlg008,Homeric Hymns,Hymn 8 to Ares
+0203-01/+0203-12,tlg0555.tlg006,Clement of Alexandria,Quis dives salvetur
+0203-01/+0203-12,tlg2016.tlg001,Martyrium Perpetuae et Felcitatis,Passio Perpetuae et Felicitatis_The Passion of Perpetua and Felicitas
+0204-01/+0209-12,tlg0057.tlg079,Galen,De theriaca ad Pisonem
+0208-01/+0220-12,tlg2042.tlg005,Origen,Commentarii In Evangelium Joannis
+0208-01/+0220-12,tlg2042.tlg006,Origen,Fragmenta In Evangelium Joannis (In Catenis)
+0208-01/+0220-12,tlg2042.tlg048,Origen,Selecta in Genesim
+0208-01/+0220-12,tlg2042.tlg057,Origen,Selecta in Job
+0208-01/+0220-12,tlg2042.tlg061,Origen,Fragmenta ex commentariis in Ezechielem
+0208-01/+0220-12,tlg2042.tlg066,Origen,Adnotationes in Genesim
+0208-01/+0220-12,tlg2042.tlg067,Origen,Adnotationes in Exodum
+0208-01/+0220-12,tlg2042.tlg068,Origen,Adnotationes in Leviticum (fragmenta e catenis)
+0208-01/+0220-12,tlg2042.tlg069,Origen,Adnotationes in Numeros
+0208-01/+0220-12,tlg2042.tlg070,Origen,Adnotationes in Deuteronomium (fragmenta e catenis)
+0208-01/+0220-12,tlg2042.tlg071,Origen,Adnotationes in Jesu filium Nave (fragmenta e catenis)
+0208-01/+0220-12,tlg2042.tlg072,Origen,Adnotationes in Judices
+0208-01/+0220-12,tlg2042.tlg073,Origen,"Homiliae in Job (fragmenta in catenis, typus II)"
+0208-01/+0220-12,tlg2042.tlg074,Origen,Excerpta in Psalmos [Dub.]
+0208-01/+0220-12,tlg2042.tlg075,Origen,Expositio in Proverbia (fragmenta e catenis)
+0208-01/+0220-12,tlg2042.tlg076,Origen,Scholia in Canticum canticorum
+0208-01/+0220-12,tlg2042.tlg077,Origen,Scholia in Matthaeum
+0208-01/+0220-12,tlg2042.tlg078,Origen,Scholia in Lucam (fragmenta e cod. Venet. 28)
+0208-01/+0220-12,tlg2042.tlg079,Origen,"Commentarii in evangelium Joannis (lib. 19, 20, 28, 32)"
+0208-01/+0220-12,tlg2042.tlg058,Origen,Selecta in Psalmos [Dub.]
+0208-01/+0220-12,tlg2042.tlg084,Origen,Fragmenta In Jeremiam (E Philocalia)
+0210-01/+0273-12,tlg2178.tlg001,Cassius Longinus,Ars rhetorica
+0210-01/+0273-12,tlg2178.tlg002,Cassius Longinus,Excerpta
+0210-01/+0273-12,tlg2178.tlg004,Cassius Longinus,Fragmenta
+0212-01/+0217-12,tlg0024.tlg001,Oppian of Apamea,Cynegetica
+0220-01/+0230-12,tlg0658.tlg001,Heliodorus of Emesa,Aethiopica
+0220-01/+0254-12,tlg2042.tlg001,Origen,Contra Celsum
+0220-01/+0254-12,tlg2042.tlg007,Origen,Exhortatio ad martyrium
+0220-01/+0254-12,tlg2042.tlg007,Origen,Exhortatio ad martyrium
+0220-01/+0254-12,tlg2042.tlg008,Origen,De oratione
+0220-01/+0254-12,tlg2042.tlg008,Origen,De oratione
+0220-01/+0254-12,tlg2042.tlg009,Origen,In Jeremiam (Homiliae 1-11)
+0220-01/+0254-12,tlg2042.tlg010,Origen,Fragmenta In Jeremiam (In Catenis)
+0220-01/+0254-12,tlg2042.tlg011,Origen,Fragmenta In Lamentationes (In Catenis de Prophetis)
+0220-01/+0254-12,tlg2042.tlg012,Origen,Fragmentum In Lamentationes (In Catenis de Octateucho)
+0220-01/+0254-12,tlg2042.tlg013,Origen,De Engastrimytho (Homilia In I Reg. [I Sam.] 28.3-25)
+0220-01/+0254-12,tlg2042.tlg014,Origen,Fragmenta in Librum Primum Regnorum (In Catenis de Samuelis et Regnorum)
+0220-01/+0254-12,tlg2042.tlg015,Origen,Fragmentum In Librum Primum Regnorum (In Catenis de Cantico Canticorum)
+0220-01/+0254-12,tlg2042.tlg016,Origen,Homiliae In Lucam
+0220-01/+0254-12,tlg2042.tlg029,Origen,Commentarium In Evangelium Matthaei (Lib. 10-11)
+0220-01/+0254-12,tlg2042.tlg030,Origen,Commentarium In Evangelium Matthaei (Lib. 12-17)
+0220-01/+0254-12,tlg2042.tlg045,Origen,Epistula ad Africanum
+0220-01/+0254-12,tlg2042.tlg050,Origen,Selecta in Exodum
+0220-01/+0254-12,tlg2042.tlg051,Origen,Selecta in Leviticum
+0220-01/+0254-12,tlg2042.tlg052,Origen,Selecta in Numeros
+0220-01/+0254-12,tlg2042.tlg053,Origen,Selecta in Deuteronomium
+0220-01/+0254-12,tlg2042.tlg054,Origen,Selecta in Jesum Nave
+0220-01/+0254-12,tlg2042.tlg055,Origen,Selecta in Judices
+0220-01/+0254-12,tlg2042.tlg017,Origen,Fragmenta In Lucam (In Catenis)
+0220-01/+0254-12,tlg2042.tlg019,Origen,Philocalia
+0220-01/+0254-12,tlg2042.tlg021,Origen,In Jeremiam (Homiliae 12-20)
+0222-01/+0235-12,tlg0004.tlg001,Diogenes Laertius,Vitae philosophorum
+0225-01/+0250-12,tlg0015.tlg001,Herodian,Ab excessu divi Marci
+0230-01/+0600-12,tlg4018.tlg001,Asclepius,In Aristotelis Metaphysicorum Libros A-Z Commentaria
+0234-01/+0310-12,tlg2034.tlg002,Porphyrius,Vita Pythagorae
+0234-01/+0310-12,tlg2034.tlg003,Porphyrius,De abstinentia
+0234-01/+0310-12,tlg2034.tlg005,Porphyrius,Ad Marcellam
+0234-01/+0310-12,tlg2034.tlg006,Porphyrius,Isagoge Sive Quinque Voces
+0234-01/+0310-12,tlg2034.tlg007,Porphyrius,In Aristotelis Categorias Expositio Per Interrogationem Et Responsionem
+0234-01/+0310-12,tlg2034.tlg014,Porphyrius,Quaestionum Homericanum ad Iliadem pertinentium reliquiae
+0234-01/+0310-12,tlg2034.tlg015,Porphyrius,Zetemata codicis Vaticani
+0234-01/+0310-12,tlg2034.tlg027,Porphyrius,Historia philosophiae (fragmenta)
+0240-01/+0325-12,tlg2023.tlg002,Iamblichus,Protrepticus
+0240-01/+0325-12,tlg2023.tlg001,Iamblichus,De Vita Pythagorica
+0240-01/+0325-12,tlg2023.tlg003,Iamblichus,De communi mathematica scientia
+0240-01/+0325-12,tlg2023.tlg004,Iamblichus,In Nicomachi Arithmeticam Introductionem
+0240-01/+0325-12,tlg2023.tlg006,Iamblichus,De Mysteriis
+0240-01/+0325-12,tlg2140.tlg001,Iamblichus Alchemista,Fragmentum alchemica
+0250-01/+0250-12,tlg2039.tlg003,Diophantus Alexandrinus,"Fragmentum [Sp.] (e cod. Paris. suppl. gr. 387, fol. 181r)"
+0250-01/+0250-12,tlg2039.tlg004,Diophantus Alexandrinus,Fragmentum [Sp.] (e cod. Paris. 453)
+0250-01/+0250-12,tlg2039.tlg005,Diophantus Alexandrinus,Fragmentum [Sp.] (e cod. Paris. gr. 2448)
+0250-01/+0275-12,tlg0572.tlg001,Gaius Romanus,Fragmenta
+0254-01/+0270-12,tlg2000.tlg001,Plotinus,Enneades
+0260-01/+0268-12,tlg2189.tlg003,Callinicus,Fragmenta
+0260-01/+0320-12,pta0003.pta017,Eusebius of Caesarea,Commentarius in Isaiam
+0275-01/+0300-12,tlg2586.tlg001,Menander Rhetor,Διαίρεσις τῶν ἐπιδεικτικῶν
+0275-01/+0300-12,tlg2586.tlg002,Menander Rhetor,Περὶ ἐπιδεικτικῶν
+0275-01/+0325-12,tlg2959.tlg001,Methodius,Symposium Sive Convivium Decem Virginum
+0275-01/+0325-12,tlg2959.tlg002,Methodius,De Libero Arbitrio
+0275-01/+0325-12,tlg2959.tlg005,Methodius,"De Creatis (Fragmenta Ap. Photium, Bibl. Cod. 235)"
+0275-01/+0325-12,tlg2601.tlg001,Tiberius Rhetor,De figuris Demosthenicis
+0275-01/+0325-12,tlg2959.tlg006,Methodius,Adversus Porphyrium (Fragmenta)
+0275-01/+0325-12,tlg2959.tlg007,Methodius,Fragmenta In Job (In Catenis)
+0275-01/+0325-12,tlg2959.tlg008,Methodius,De Martyribus (Fragmenta)
+0275-01/+0325-12,tlg2959.tlg010,Methodius,Fragmenta Incerta [Sp.]
+0280-01/+0313-12,tlg2018.tlg002,Eusebius of Caesarea,Historia Ecclesiastica
+0280-01/+0350-12,stoa0146d.stoa001,Hegemonius,Acta Archelai
+0293-01/+0293-12,tlg2018.tlg011,Eusebius of Caesarea,Onomasticon
+0295-01/+0373-12,pta0022.pta001,Athanasius of Alexandria,Contra gentes
+0295-01/+0373-12,pta0022.pta004,Athanasius of Alexandria,De sententia Dionysii
+0295-01/+0373-12,pta0022.pta010,Athanasius of Alexandria,Apologia ad Constantium
+0295-01/+0373-12,pta0022.pta011,Athanasius of Alexandria,Epistula ad Ioannem et Antiochum
+0295-01/+0373-12,pta0022.pta012,Athanasius of Alexandria,Epistula ad Palladium
+0295-01/+0373-12,pta0022.pta013,Athanasius of Alexandria,Epistula ad Dracontium
+0295-01/+0373-12,pta0022.pta014,Athanasius of Alexandria,Epistula ad Afros
+0295-01/+0373-12,pta0022.pta015,Athanasius of Alexandria,Tomus ad Antiochenos
+0295-01/+0373-12,pta0022.pta016,Athanasius of Alexandria,Epistula ad Jovianum
+0295-01/+0373-12,pta0022.pta017,Athanasius of Alexandria,Petitiones Arianorum
+0295-01/+0373-12,pta0029.pta002,Ps.-Athanasius of Alexandria,De sabbatis et circumcisione
+0295-01/+0373-12,pta0100.pta001,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),Dok. 1: Theologische Erklärung alexandrinischer Kleriker an Alexander von Alexandrien
+0295-01/+0373-12,pta0100.pta002,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),Dok. 2: Briefe des Alexander von Alexandrien
+0295-01/+0373-12,pta0100.pta003,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),Dok. 3: Regest eines Rundbriefes einer Synode in Bithynien
+0295-01/+0373-12,pta0100.pta004,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),Dok. 4: Brief des Eusebius von Nikomedien an Paulinus von Tyrus
+0295-01/+0373-12,pta0100.pta005,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),Dok. 5: Referate eines
+0295-01/+0373-12,pta0100.pta006,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),Dok. 6: Fragment eines Briefes des Presbyters Georgius an Alexander von Alexandrien
+0295-01/+0373-12,pta0100.pta007,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),Dok. 7: Fragment eines Briefes des Presbyters Georgius an die »Arianer« in Alexandrien
+0295-01/+0373-12,pta0100.pta008,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),Dok. 8: Regeste eines Briefes
+0295-01/+0373-12,pta0100.pta009,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),Dok. 9: Fragment eines Briefes des Eusebius von Caesarea an Alexander von Alexandrien
+0295-01/+0373-12,pta0100.pta010,Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III),Dok. 10: Fragmente eines Briefes des Eusebius von Caesarea an Euphration von Balaneae
+0300-01/+0300-12,tlg4086.tlg001,Agathodaemon,Fragmentum alchemicum_Alchemical Fragment
+0300-01/+0300-12,tlg4086.tlg002,Agathodaemon,Ἀγαθοδαίμων εἰς τὸν χρησμὸν Ὀρφέως συναγωγὴ καὶ ὑπόμνημα_Explanation and Commentary on the Oracle of Orpheus
+0300-01/+0350-12,tlg2032.tlg001,Pappus Alexandrinus,Synagoge
+0301-01/+0400-12,tlg0708.tlg001,Ammonius Grammaticus,περὶ ὁμοίων καὶ διαφόρων λέξεων
+0301-01/+0500-12,tlg1487.tlg001,"Maximus, Astrologus",Περὶ καταρχῶν_Carminum de actionum auspiciis reliquiae
+0301-01/+0500-12,tlg1487.tlg002,"Maximus, Astrologus",Περὶ καταρχῶν (epitome)_Carminum de actionum auspiciis reliquiae (epitome)
+0301-01/+0400-12,tlg2640.tlg001,Eusebius Myndius,Fragmenta
+0301-01/+0400-12,tlg5022.tlg002,Scholia in Euclidem,Scholia in Euclidis Data
+0301-01/+0400-12,tlg5022.tlg003,Scholia in Euclidem,Scholia in Euclidis optica (scholia vetera)
+0301-01/+0400-12,tlg5022.tlg004,Scholia in Euclidem,Scholia in opticorum recensionem Theonis (scholia vetera)
+0301-01/+0400-12,tlg5022.tlg005,Scholia in Euclidem,Scholia in Euclidis catoptrica (scholia vetera)
+0301-01/+0400-12,tlg5022.tlg006,Scholia in Euclidem,Scholia in Euclidis phaenomena
+0301-01/+0400-12,tlg5022.tlg007,Scholia in Euclidem,Scholia in Euclidis data et catoptrica
+0301-01/+0400-12,tlg5029.tlg001,Scholia in Lucianum,Scholia in Lucianum
+0301-01/+0400-12,tlg5037.tlg004,Scholia in Sophoclem,Scholia in Sophoclem (scholia vetera)
+0301-01/+0500-12,pta0039.pta001,Anonymus (Pseudo-John Chrysostom),Homilia de dominica die
+0301-01/+0500-12,pta0040.pta001,Anonymus (Pseudo-John Chrysostom / Pseudo-Basil of Caesarea),Homilia de sancta dominica
+0301-01/+0500-12,tlg1805.tlg001,Vitae Homeri,Vitae Herodotea
+0301-01/+0500-12,tlg1805.tlg002,Vitae Homeri,Plutarchi vita
+0301-01/+0500-12,tlg1805.tlg003,Vitae Homeri,Vita Proculea (e Chrestomathia)
+0301-01/+0500-12,tlg1805.tlg004,Vitae Homeri,Vita quarta
+0301-01/+0500-12,tlg1805.tlg005,Vitae Homeri,Vita quinta
+0301-01/+0500-12,tlg1805.tlg006,Vitae Homeri,Vita quinta
+0301-01/+0500-12,tlg1805.tlg007,Vitae Homeri,Vita septima
+0301-01/+0500-12,tlg1805.tlg008,Vitae Homeri,Tzetzae vita
+0301-01/+0500-12,tlg1805.tlg009,Vitae Homeri,Eustathii vita
+0301-01/+0500-12,tlg1805.tlg010,Vitae Homeri,Sudae vita
+0301-01/+0600-12,tlg1664.tlg001,Seniores Alexandrini,Fragmenta
+0306-01/+0337-12,tlg1441.tlg001,Iamblichus (Scr. Erot.),Babyloniaca
+0310-01/+0403-12,tlg2021.tlg003,Epiphanius,Anacephalaeosis [Sp.]
+0311-01/+0311-12,tlg2018.tlg003,Eusebius of Caesarea,De Martyribus Palaestinae (Recensio Brevior)
+0312-01/+0322-12,tlg2018.tlg001,Eusebius of Caesarea,Praeparatio Evangelica
+0312-01/+0322-12,tlg2018.tlg005,Eusebius of Caesarea,Demonstratio Evangelica
+0324-01/+0337-12,tlg2018.tlg010,Eusebius of Caesarea,De Theophania (Fragmenta)
+0325-01/+0325-12,tlg2021.tlg001,Epiphanius,Ancoratus
+0325-01/+0339-12,tlg2018.tlg020,Eusebius of Caesarea,Vita Constantini
+0325-01/+0339-12,tlg2018.tlg021,Eusebius of Caesarea,Constantini imperatoris oratio ad coetum sanctorum
+0325-01/+0339-12,tlg2018.tlg022,Eusebius of Caesarea,De Laudibus Constantini
+0325-01/+0339-12,tlg2018.tlg023,Eusebius of Caesarea,Generalis elementaria introductio (= Eclogae propheticae)
+0325-01/+0350-12,tlg2036.tlg001,Dexippus,In Aristotelis Categorias Commentarium
+0325-01/+0373-12,tlg2035.tlg003,Athanasius of Alexandria,De decretis Nicaenae synodi
+0325-01/+0373-12,tlg2035.tlg003,Athanasius,De decretis Nicaenae synodi
+0328-01/+0373-12,tlg2035.tlg002,Athanasius of Alexandria,De incarnatione
+0328-01/+0373-12,tlg2035.tlg002,Athanasius,De Incarnatione Verbi
+0329-01/+0390-12,tlg2022.tlg003,Gregory of Nazianzus,Christus Patiens [Dub.] (Fort. Auctore Constantino Manasse)
+0329-01/+0390-12,tlg2022.tlg007,Gregory of Nazianzus,Adversus Eunomianos (Orat. 27)
+0329-01/+0390-12,tlg2022.tlg008,Gregory of Nazianzus,De Theologia (Orat. 28)
+0329-01/+0390-12,tlg2022.tlg009,Gregory of Nazianzus,De Filio (Orat. 29)
+0329-01/+0390-12,tlg2022.tlg010,Gregory of Nazianzus,De Filio (Orat. 30)
+0329-01/+0390-12,tlg2022.tlg011,Gregory of Nazianzus,De Spiritu Sancto (Orat. 31)
+0329-01/+0390-12,tlg2022.tlg060,Gregory of Nazianzus,Carmina moralia
+0330-01/+0372-12,tlg2035.tlg117,Athanasius,Oratio quarta contra Arianos [Sp.]
+0330-01/+0373-12,tlg2035.tlg130,Athanasius,Oratio I contra Arianos
+0330-01/+0373-12,tlg2035.tlg131,Athanasius,Oratio II contra Arianos
+0330-01/+0373-12,tlg2035.tlg132,Athanasius,Oratio III contra Arianos
+0330-01/+0378-12,tlg2040.tlg002,"Basil, Saint, Bishop of Caesarea",De legendis gentilium libris
+0330-01/+0378-12,tlg2040.tlg004,"Basil, Saint, Bishop of Caesarea",Epistulae
+0331-01/+0363-12,tlg2003.tlg001,"Julian, Emperor of Rome",Panegyric in Honor of the Emperor Constantinus
+0331-01/+0363-12,tlg2003.tlg002,"Julian, Emperor of Rome",Panegyric on the Empress Eusebia
+0331-01/+0363-12,tlg2003.tlg003,"Julian, Emperor of Rome","The Heroic Deeds of the Emperor Constantius, or on Kingship"
+0331-01/+0363-12,tlg2003.tlg004,"Julian, Emperor of Rome",A Consolation to Himself Upon the Departure of the Excellent Sallust
+0331-01/+0363-12,tlg2003.tlg005,"Julian, Emperor of Rome",Letter to the Senate and the People of Athens
+0331-01/+0363-12,tlg2003.tlg006,"Julian, Emperor of Rome",Letter to Themistius the Philosopher
+0331-01/+0363-12,tlg2003.tlg007,"Julian, Emperor of Rome",To the Cynic Heracleios
+0331-01/+0363-12,tlg2003.tlg008,"Julian, Emperor of Rome",Hymn to the Mother of the Gods
+0331-01/+0363-12,tlg2003.tlg009,"Julian, Emperor of Rome",To the Uneducated Cynics
+0331-01/+0363-12,tlg2003.tlg010,"Julian, Emperor of Rome",The Caesars
+0331-01/+0363-12,tlg2003.tlg011,"Julian, Emperor of Rome",Hymn to King Helios Dedicated to Sallust
+0331-01/+0363-12,tlg2003.tlg012,"Julian, Emperor of Rome",Misopogon
+0331-01/+0363-12,tlg2003.tlg013,"Julian, Emperor of Rome",Epistolae
+0331-01/+0363-12,tlg2003.tlg017,"Julian, Emperor of Rome",Κατὰ Γαλιλαίων
+0335-01/+0339-12,tlg2018.tlg008,Eusebius of Caesarea,Epistula ad Flacillum
+0335-01/+0339-12,tlg2018.tlg009,Eusebius of Caesarea,De ecclesiastica theologia
+0335-01/+0339-12,tlg2018.tlg009,Eusebius of Caesarea,De Ecclesiastica Theologia
+0338-01/+0339-12,tlg2018.tlg007,Eusebius of Caesarea,Contra Marcellum
+0338-01/+0339-12,tlg2018.tlg007,Eusebius of Caesarea,Contra Marcellum
+0340-01/+0341-12,tlg2041.tlg001,Marcellus of Ancyra,Fragmenta
+0340-01/+0341-12,tlg2041.tlg001,Marcellus of Ankara,Fragmenta
+0340-01/+0394-12,pta0013.pta003,Amphilochius of Iconium,Epistula synodalis
+0344-01/+0345-12,tlg2200.tlg00459,Libanius,Oratio 59
+0345-01/+0355-12,tlg2001.tlg038,Themistius,Analyticorum Posteriorum Paraphrasis
+0345-01/+0355-12,tlg2001.tlg039,Themistius,In Aristotelis Physica Paraphrasis
+0345-01/+0355-12,tlg2001.tlg040,Themistius,In Aristotelis Libros De Anima Paraphrasis
+0345-01/+0355-12,tlg2001.tlg041,Themistius,(Sophoniae) In Parva Naturalia Commentarium
+0345-01/+0355-12,tlg2001.tlg042,Themistius,Quae Fertur In Aristotelis Analyticorum Priorum Librum I
+0350-01/+0400-12,tlg0077.tlg001,Stadiasmus Magni Maris,Stadiasmus Magni Maris
+0350-01/+0393-12,tlg2200.tlg001,Libanius,Epistulae
+0350-01/+0393-12,tlg2200.tlg00401,Libanius,Oratio 1
+0350-01/+0393-12,tlg2200.tlg00406,Libanius,Oratio 6
+0350-01/+0393-12,tlg2200.tlg00407,Libanius,Oratio 7
+0350-01/+0393-12,tlg2200.tlg00408,Libanius,Oratio 8
+0350-01/+0393-12,tlg2200.tlg00409,Libanius,Oratio 9
+0350-01/+0393-12,tlg2200.tlg00429,Libanius,Oratio 29
+0350-01/+0393-12,tlg2200.tlg00434,Libanius,Oratio 34
+0350-01/+0393-12,tlg2200.tlg00435,Libanius,Oratio 35
+0350-01/+0393-12,tlg2200.tlg00436,Libanius,Oratio 36
+0350-01/+0393-12,tlg2200.tlg00438,Libanius,Oratio 38
+0350-01/+0393-12,tlg2200.tlg00455,Libanius,Oratio 55
+0350-01/+0393-12,tlg2200.tlg00501,Libanius,Declamatio 1
